RedFighter,BlueFighter,Winner,WinnerName,WeightClass,Gender,Finish,FinishDetails,RedWins,RedWinsByKO,RedWinsBySubmission,RedWinsByDecision,RedLosses,BlueWins,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByDecision,BlueLosses,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAvgSigStrLanded,RedAvgTDLanded,RedAvgSigStrPct,RedAvgSubAtt,BlueAvgSigStrLanded,BlueAvgTDLanded,BlueAvgSigStrPct,BlueAvgSubAtt,RedStance,BlueStance,RedWeightLbs,RedAge,WinStreakDif,WinDif,LossDiff,KODif,SubDif,DecDif,HeightDif,ReachDif,AgeDif,SigStrDif,StrPctDif,TDDif,SubAttDif,categorical_outcome,winner_number,StrikeTotal,StrikeAccuracyAvg,RedKoPct,BlueKoPct,RedSubPct,BlueSubPct,RedDecPct,BlueDecPct,RedAvgRounds,BlueAvgRounds,KoPctDif,SubPctDif,DecPctDif,AvgRoundsDif,ExperienceDif,RedElo,BlueElo,EloDif,RedOpponentElo,BlueOpponentElo,OpponentEloDif,RedSigStrAbsorbed,BlueSigStrAbsorbed,SigStrAbsorbedDif,FinishPctDif,TotalSigStrAbsorbed,AvgKoPct,AvgSubPct,AvgDecPct,AvgAge,AvgWinStreak,RedCurrentWinStreak,BlueCurrentWinStreak,RedFinishL5,BlueFinishL5,RedLossesByKO,RedLossesBySub,RedLossesByDec,BlueLossesByKO,BlueLossesBySub,BlueLossesByDec,BlueAge,FinishL5Dif,WinPctDif,BlueWinPct,RedWinPct,LossesByKODif,LossesBySubDif,LossesByDecDif,BlueWeightLbs,RedTotalRoundsFought,BlueTotalRoundsFought,RedOdds,BlueOdds,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Sedriques Dumas,Denis Tiuliulin,Red,Sedriques Dumas,Middleweight,MALE,DEC,No Finish,3,0,1,2,2,1,1,0,0,4,187.96,185.42,200.66,195.58,2.15,1.31,0.48,0.3,3.61,0.96,0.41,0.0,Orthodox,Orthodox,185,28,0,2,-2,-1,1,2,2.5400000000000205,5.079999999999984,-8,-1.46,0.07,0.3500000000000001,0.3,2,0,5.76,0.44499999999999995,0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,2.0,1.6,-1.0,0.3333333333333333,0.6666666666666666,0.3999999999999999,0,1495.8796000786037,1458.8114640904437,37.068135988160066,1483.6208572260289,1504.6732744448889,-21.05241721886,2.01,6.15,-4.140000000000001,-0.6666666666666667,8.16,0.5,0.16666666666666666,0.3333333333333333,32.0,0.0,0,0,0.0,5.0,1.0,1.0,0.0,2.0,2.0,0.0,36,-5.0,0.39999999999999997,0.2,0.6,-1.0,-1.0,0.0,185,10,8,-238.0,195.0,240.0,700.0,275.0,2200.0,300.0,330.0
Leon Edwards,Belal Muhammad,Blue,Belal Muhammad,Welterweight,MALE,DEC,No Finish,14,3,1,10,2,14,2,1,11,3,187.96,180.34,187.96,182.88,2.68,1.25,0.53,0.4,4.39,2.28,0.43,0.2,Southpaw,Orthodox,170,32,3,0,-1,1,0,-1,7.6200000000000045,5.0800000000000125,-4,-1.7099999999999995,0.10000000000000003,-1.0299999999999998,0.2,5,1,7.07,0.48,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.7142857142857143,0.7857142857142857,3.75,3.176470588235294,0.07142857142857142,0.0,-0.0714285714285714,0.5735294117647061,-1,1578.30636671545,1613.6407566289322,-35.334389913482255,1546.7126533593982,1529.3797596642555,17.33289369514273,2.4,3.64,-1.2400000000000002,0.07142857142857142,6.04,0.17857142857142855,0.07142857142857142,0.75,34.0,10.5,12,9,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36,1.0,0.05147058823529416,0.8235294117647058,0.875,0.0,0.0,0.0,170,60,54,-270.0,200.0,110.0,350.0,1400.0,1600.0,250.0,1100.0
Tom Aspinall,Curtis Blaydes,Red,Tom Aspinall,Heavyweight,MALE,KO/TKO,Punch,7,5,2,0,1,13,8,0,5,4,195.58,193.04,198.12,203.2,8.07,3.27,0.67,1.6,3.54,5.69,0.5,0.0,Orthodox,Orthodox,256,31,1,-6,-3,-3,2,-5,2.5400000000000205,-5.079999999999984,-2,4.53,0.17000000000000004,-2.4200000000000004,1.6,0,0,11.61,0.585,0.7142857142857143,0.6153846153846154,0.2857142857142857,0.0,0.0,0.38461538461538464,1.125,2.411764705882353,0.09890109890109888,0.2857142857142857,-0.38461538461538464,-1.2867647058823528,-9,1588.1443126775055,1573.5027783612568,14.64153431624868,1551.7068590523559,1546.5527555614053,5.154103490950547,2.77,1.89,0.8800000000000001,0.3846153846153846,4.66,0.6648351648351649,0.14285714285714285,0.19230769230769232,32.0,1.5,2,1,5.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,33,2.0,0.11029411764705888,0.7647058823529411,0.875,-1.0,0.0,0.0,265,9,41,-425.0,300.0,1200.0,1100.0,400.0,2800.0,-175.0,500.0
King Green,Paddy Pimblett,Blue,Paddy Pimblett,Lightweight,MALE,SUB,Triangle Choke,17,3,4,10,12,5,1,2,2,0,177.8,177.8,180.34,185.42,6.43,1.23,0.53,0.3,4.94,0.91,0.53,2.1,Orthodox,Orthodox,155,37,-4,12,12,2,2,8,0.0,-5.079999999999984,8,1.4899999999999993,0.0,0.31999999999999995,-1.8,4,1,11.370000000000001,0.53,0.17647058823529413,0.2,0.23529411764705882,0.4,0.5882352941176471,0.4,2.586206896551724,2.0,-0.023529411764705882,-0.1647058823529412,0.18823529411764706,0.5862068965517242,24,1530.4481132966655,1551.1447608217522,-20.696647525086746,1528.2860927077113,1503.0048587124397,25.281233995271577,3.7387198849334777,3.48,-0.22214285714285714,-0.18823529411764706,7.675875093492895,0.18823529411764706,0.3176470588235294,0.49411764705882355,33.0,3.0,1,5,3.3333333333333335,2.5,1.0,0.0,0.0,0.0,0.0,0.0,29,0.8333333333333335,-0.4137931034482759,1.0,0.5862068965517241,1.0,0.0,0.0,155,75,10,-107.6150253016738,-195.0,180.0,275.0,1600.0,450.0,380.0,550.0
Christian Leroy Duncan,Gregory Rodrigues,Blue,Gregory Rodrigues,Middleweight,MALE,DEC,No Finish,3,3,0,0,1,6,5,0,1,3,187.96,190.5,200.66,190.5,4.71,0.31,0.62,0.0,5.52,2.74,0.56,0.4,Switch,Orthodox,185,29,0,-3,-2,-2,0,-1,-2.539999999999992,10.159999999999997,-3,-0.8099999999999996,0.05999999999999994,-2.43,-0.4,5,1,10.23,0.5900000000000001,1.0,0.8333333333333334,0.0,0.0,0.0,0.16666666666666666,2.0,1.8888888888888888,0.16666666666666663,0.0,-0.16666666666666666,0.11111111111111116,-5,1540.7312297900653,1573.8983334076486,-33.16710361758328,1509.0335025483669,1511.4206408606487,-2.387138312281877,4.68,5.67,-0.9900000000000002,0.16666666666666663,10.35,0.9166666666666667,0.0,0.08333333333333333,30.5,2.0,2,2,5.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,32,0.0,0.08333333333333337,0.6666666666666666,0.75,-1.0,0.0,0.0,185,8,17,-120.0,100.0,400.0,450.0,1400.0,550.0,150.0,350.0
Arnold Allen,Giga Chikadze,Red,Arnold Allen,Featherweight,MALE,DEC,No Finish,10,2,2,6,2,8,3,0,5,2,172.72,182.88,177.8,187.96,3.45,0.93,0.41,0.3,3.92,0.21,0.42,0.2,Southpaw,Orthodox,145,30,-1,2,0,-1,2,1,-10.159999999999997,-10.159999999999997,-5,-0.46999999999999975,-0.010000000000000009,0.7200000000000001,0.09999999999999998,2,0,7.37,0.415,0.2,0.375,0.2,0.0,0.6,0.625,2.9166666666666665,2.8,-0.175,0.2,-0.025000000000000022,0.1166666666666667,2,1536.9691423411966,1596.1034196443502,-59.13427730315357,1536.0802348688317,1519.2954600985254,16.784774770306285,2.86,3.44,-0.5800000000000001,0.025000000000000022,6.3,0.2875,0.1,0.6125,32.5,0.5,0,1,2.5,3.0,0.0,0.0,2.0,0.0,0.0,1.0,35,-0.5,0.033333333333333326,0.8,0.8333333333333334,0.0,0.0,1.0,145,35,28,-270.0,220.0,-110.0,400.0,750.0,2500.0,550.0,500.0
Nathaniel Wood,Daniel Pineda,Red,Nathaniel Wood,Featherweight,MALE,DEC,No Finish,7,0,3,4,3,5,1,4,0,6,167.64,170.18,175.26,175.26,5.75,1.56,0.51,0.5,2.85,1.42,0.49,1.5,Orthodox,Orthodox,145,31,0,2,-3,-1,-1,4,-2.5400000000000205,0.0,-7,2.9,0.020000000000000018,0.14000000000000012,-1.0,2,0,8.6,0.5,0.0,0.2,0.42857142857142855,0.8,0.5714285714285714,0.0,2.8,2.1818181818181817,-0.2,-0.3714285714285715,0.5714285714285714,0.6181818181818182,-1,1511.658737293754,1500.2277693620504,11.430967931703663,1504.0993710653565,1521.3475430117567,-17.248171946400134,4.22,3.18,1.0399999999999996,-0.5714285714285714,7.4,0.1,0.6142857142857143,0.2857142857142857,34.5,0.0,0,0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,38,-5.0,0.24545454545454543,0.45454545454545453,0.7,0.0,0.0,1.0,145,28,24,-475.0,325.0,200.0,1000.0,300.0,900.0,185.0,800.0
Molly McCann,Bruna Brasil,Blue,Bruna Brasil,Women's Strawweight,FEMALE,DEC,No Finish,7,2,1,4,5,2,1,0,1,2,162.56,167.64,157.48,165.1,5.39,1.84,0.49,0.5,2.94,1.93,0.61,0.0,Orthodox,Orthodox,115,34,1,5,3,1,1,3,-5.079999999999984,-7.6200000000000045,4,2.4499999999999997,-0.12,-0.08999999999999986,0.5,5,1,8.33,0.55,0.2857142857142857,0.5,0.14285714285714285,0.0,0.5714285714285714,0.5,2.25,2.5,-0.2142857142857143,0.14285714285714285,0.0714285714285714,-0.25,8,1544.4810848666448,1481.777834555952,62.70325031069274,1495.3739777979213,1516.2334751489063,-20.859497350985066,4.9,3.94,0.9600000000000004,-0.07142857142857145,8.84,0.39285714285714285,0.07142857142857142,0.5357142857142857,32.0,0.5,1,0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,30,3.0,0.08333333333333337,0.5,0.5833333333333334,-1.0,2.0,0.0,115,27,10,-345.0,250.0,120.0,500.0,650.0,1100.0,215.0,1600.0
Jake Hadley,Caolan Loughran,Red,Jake Hadley,Bantamweight,MALE,DEC,No Finish,3,1,2,0,3,1,0,0,1,1,170.18,167.64,177.8,172.72,3.8,0.33,0.43,1.1,5.64,2.0,0.43,0.0,Southpaw,Orthodox,135,27,-1,2,2,1,2,-1,2.5400000000000205,5.0800000000000125,-1,-1.8399999999999999,0.0,-1.67,1.1,2,0,9.44,0.43,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0,2.3333333333333335,3.0,0.3333333333333333,0.6666666666666666,-1.0,-0.6666666666666665,4,1487.452062941527,1500.6471999915343,-13.19513705000736,1500.3093058234954,1495.8173543138425,4.491951509652836,3.2,5.6,-2.3999999999999995,1.0,8.8,0.16666666666666666,0.3333333333333333,0.5,27.5,0.5,0,1,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,28,5.0,0.0,0.5,0.5,0.0,0.0,2.0,135,14,6,195.0,-238.0,350.0,-110.0,650.0,1400.0,1400.0,400.0
Muhammad Mokaev,Manel Kape,Red,Muhammad Mokaev,Flyweight,MALE,DEC,No Finish,6,0,4,2,0,4,2,0,2,2,170.18,165.1,177.8,172.72,1.61,5.29,0.45,0.8,4.44,0.54,0.53,0.4,Orthodox,Southpaw,125,23,2,2,-2,-2,4,0,5.0800000000000125,5.0800000000000125,-7,-2.83,-0.08000000000000002,4.75,0.4,2,0,6.050000000000001,0.49,0.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.5,2.6666666666666665,2.3333333333333335,-0.5,0.6666666666666666,-0.16666666666666669,0.33333333333333304,0,1573.641373982368,1544.8220806592603,28.81929332310756,1510.4005620580472,1509.4695095604452,0.9310524976019678,1.19,4.51,-3.32,0.16666666666666663,5.699999999999999,0.25,0.3333333333333333,0.41666666666666663,26.5,5.0,6,4,3.0,2.5,0.0,0.0,0.0,0.0,0.0,2.0,30,0.5,0.33333333333333337,0.6666666666666666,1.0,0.0,0.0,-2.0,125,16,14,-220.0,170.0,125.0,350.0,350.0,1400.0,1100.0,500.0
Oban Elliott,Preston Parsons,Red,Oban Elliott,Welterweight,MALE,DEC,No Finish,2,0,0,2,0,2,0,0,2,2,182.88,180.34,182.88,180.34,3.82,2.67,0.47,0.0,3.5,3.53,0.51,2.4,Orthodox,Orthodox,170,26,1,0,-2,0,0,0,2.539999999999992,2.539999999999992,-3,0.31999999999999984,-0.040000000000000036,-0.8599999999999999,-2.4,2,0,7.32,0.49,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.5,0.0,0.0,0.0,0.5,-2,1514.1652224651664,1504.7163323192913,9.448890145875112,1492.680452806262,1516.367966715132,-23.68751390886996,2.8,3.76,-0.96,0.0,6.56,0.0,0.0,1.0,27.5,1.5,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29,0.0,0.5,0.5,1.0,-1.0,0.0,-1.0,170,6,10,-107.6150253016738,41.43684415079674,323.8740425531915,425.1650193382037,952.8372390285471,1148.9118658641444,504.12217965091526,613.8688736027515
Modestas Bukauskas,Marcin Prachnio,Red,Modestas Bukauskas,Light Heavyweight,MALE,SUB,Arm Triangle,3,1,0,2,4,4,1,0,3,5,190.5,190.5,198.12,187.96,3.21,0.38,0.42,0.2,5.57,0.15,0.54,0.0,Switch,Orthodox,205,30,-1,-1,-1,0,0,-1,0.0,10.159999999999997,-6,-2.3600000000000003,-0.12000000000000005,0.23,0.2,1,0,8.780000000000001,0.48,0.3333333333333333,0.25,0.0,0.0,0.6666666666666666,0.75,2.142857142857143,2.2222222222222223,0.08333333333333331,0.0,-0.08333333333333337,-0.07936507936507953,-2,1481.9852011787552,1515.11769623505,-33.13249505629483,1502.0137457041308,1491.688306122317,10.325439581813725,3.87,3.25,0.6200000000000001,0.08333333333333331,7.12,0.29166666666666663,0.0,0.7083333333333333,33.0,0.5,0,1,1.6666666666666667,1.25,3.0,0.0,1.0,1.0,1.0,1.0,36,0.41666666666666674,-0.015873015873015872,0.4444444444444444,0.42857142857142855,2.0,-1.0,0.0,205,15,20,-107.6150253016738,41.43684415079674,323.8740425531915,425.1650193382037,952.8372390285471,1148.9118658641444,504.12217965091526,613.8688736027515
Mick Parkin,Lukasz Brzeski,Red,Mick Parkin,Heavyweight,MALE,KO/TKO,Punches,4,0,1,3,0,2,0,1,1,3,193.04,193.04,200.66,198.12,4.91,1.49,0.52,0.3,4.9,0.46,0.5,0.5,Orthodox,Orthodox,265,28,3,2,-3,0,0,2,0.0,2.539999999999992,-4,0.009999999999999787,0.020000000000000018,1.03,-0.2,0,0,9.81,0.51,0.0,0.0,0.25,0.5,0.75,0.5,2.5,2.6,0.0,-0.25,0.25,-0.10000000000000009,-1,1545.6485742608513,1474.6834924804125,70.96508178043882,1508.8280690321699,1514.4032134565828,-5.575144424412883,4.01,3.46,0.5499999999999998,-0.25,7.47,0.0,0.375,0.625,30.0,2.5,4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,32,0.0,0.6,0.4,1.0,-1.0,0.0,-2.0,236,10,13,-107.6150253016738,41.43684415079674,323.8740425531915,425.1650193382037,952.8372390285471,1148.9118658641444,504.12217965091526,613.8688736027515
Amanda Lemos,Virna Jandiroba,Blue,Virna Jandiroba,Women's Strawweight,FEMALE,SUB,Armbar,8,3,2,3,3,6,1,2,3,3,162.56,160.02,165.1,162.56,3.16,0.9,0.54,0.8,2.12,2.29,0.38,1.7,Southpaw,Orthodox,115,37,-2,2,0,2,0,0,2.539999999999992,2.539999999999992,1,1.04,0.16000000000000003,-1.3900000000000001,-0.8999999999999999,4,1,5.28,0.46,0.375,0.16666666666666666,0.25,0.3333333333333333,0.375,0.5,2.272727272727273,2.5555555555555554,0.20833333333333334,-0.08333333333333331,-0.125,-0.28282828282828243,2,1574.2089836017096,1550.4431904329058,23.76579316880384,1518.8942435613594,1527.8570465488865,-8.962802987527084,4.66,3.03,1.6300000000000003,0.125,7.6899999999999995,0.2708333333333333,0.29166666666666663,0.4375,36.5,2.0,1,3,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,36,1.0,0.06060606060606066,0.6666666666666666,0.7272727272727273,0.0,1.0,-1.0,115,25,23,-110.0,-120.0,450.0,250.0,1400.0,240.0,215.0,1600.0
Steve Garcia,SeungWoo Choi,Red,Steve Garcia,Featherweight,MALE,KO/TKO,Punch,5,5,0,0,2,4,1,0,3,5,182.88,182.88,190.5,187.96,5.04,1.17,0.56,0.6,3.51,0.86,0.39,0.0,Southpaw,Orthodox,145,32,2,1,-3,4,0,-3,0.0,2.539999999999992,1,1.5300000000000002,0.17000000000000004,0.30999999999999994,0.6,0,0,8.55,0.47500000000000003,1.0,0.25,0.0,0.0,0.0,0.75,1.7142857142857142,2.4444444444444446,0.75,0.0,-0.75,-0.7301587301587305,-2,1546.5731814177514,1507.1045733425278,39.46860807522353,1506.794613319856,1517.9658443109913,-11.171230991135417,2.61,3.02,-0.41000000000000014,0.75,5.63,0.625,0.0,0.375,31.5,2.0,3,1,5.0,1.6666666666666667,1.0,0.0,1.0,1.0,1.0,1.0,31,3.333333333333333,0.2698412698412699,0.4444444444444444,0.7142857142857143,0.0,-1.0,0.0,145,12,22,-175.0,145.0,750.0,800.0,800.0,1800.0,110.0,200.0
Kurt Holobaugh,Kaynan Kruschewsky,Red,Kurt Holobaugh,Lightweight,MALE,DEC,No Finish,1,0,1,0,6,1,0,1,0,1,180.34,182.88,177.8,185.42,4.63,0.76,0.45,0.8,5.67,2.74,0.5,2.1,Orthodox,Orthodox,155,37,0,0,5,0,0,0,-2.539999999999992,-7.619999999999976,4,-1.04,-0.04999999999999999,-1.9800000000000002,-1.3,2,0,10.3,0.475,0.0,0.0,1.0,1.0,0.0,0.0,2.7142857142857144,1.0,0.0,0.0,0.0,1.7142857142857144,5,1497.279780155576,1481.729015544704,15.550764610871965,1497.718088606997,1513.6955105762129,-15.977421969215811,4.44,4.79,-0.34999999999999964,0.0,9.23,0.0,1.0,0.0,35.0,0.0,0,0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,33,5.0,-0.35714285714285715,0.5,0.14285714285714285,-1.0,0.0,1.0,155,19,2,124.0,-160.0,400.0,300.0,650.0,400.0,330.0,350.0
Cody Durden,Bruno Silva,Blue,Bruno Silva,Flyweight,MALE,KO/TKO,Punches,5,1,0,4,3,3,2,1,0,2,170.18,162.56,170.18,165.1,3.35,4.36,0.5,0.9,3.32,2.26,0.48,0.2,Southpaw,Orthodox,125,33,-3,2,1,-1,-1,4,7.6200000000000045,5.0800000000000125,-1,0.03000000000000025,0.020000000000000018,2.1000000000000005,0.7,3,1,6.67,0.49,0.2,0.6666666666666666,0.0,0.3333333333333333,0.8,0.0,2.5,2.8,-0.4666666666666666,-0.3333333333333333,0.8,-0.2999999999999998,3,1538.217352187079,1511.0146423685628,27.20270981851627,1501.9699513991889,1506.5388560189194,-4.568904619730574,2.94,3.09,-0.1499999999999999,-0.8,6.029999999999999,0.43333333333333335,0.16666666666666666,0.4,33.5,1.5,0,3,1.0,5.0,0.0,3.0,0.0,0.0,3.0,5.0,34,-4.0,0.025000000000000022,0.6,0.625,0.0,0.0,-5.0,125,20,14,124.0,-160.0,165.0,250.0,1100.0,400.0,800.0,550.0
Cody Durden,Bruno Silva,Blue,Bruno Silva,Flyweight,MALE,KO/TKO,Punches,5,1,0,4,3,3,2,1,0,2,170.18,162.56,170.18,165.1,3.35,4.36,0.5,0.9,3.32,2.26,0.48,0.2,Southpaw,Orthodox,125,33,-3,2,1,-1,-1,4,7.6200000000000045,5.0800000000000125,-1,0.03000000000000025,0.020000000000000018,2.1000000000000005,0.7,3,1,6.67,0.49,0.2,0.6666666666666666,0.0,0.3333333333333333,0.8,0.0,2.5,2.8,-0.4666666666666666,-0.3333333333333333,0.8,-0.2999999999999998,3,1538.217352187079,1511.0146423685628,27.20270981851627,1501.9699513991889,1506.5388560189194,-4.568904619730574,2.94,5.33,-2.39,-0.8,8.27,0.43333333333333335,0.16666666666666666,0.4,33.5,1.5,0,3,1.0,5.0,0.0,3.0,0.0,0.0,3.0,5.0,34,-4.0,0.025000000000000022,0.6,0.625,0.0,0.0,-5.0,125,20,14,124.0,-160.0,165.0,250.0,1100.0,400.0,800.0,550.0
Dooho Choi,Bill Algeo,Red,Dooho Choi,Featherweight,MALE,KO/TKO,Punch,3,3,0,0,3,5,1,1,3,5,177.8,182.88,177.8,185.42,4.41,0.75,0.53,0.8,5.88,1.03,0.51,0.1,Orthodox,Switch,145,33,0,-2,-2,2,-1,-3,-5.079999999999984,-7.619999999999976,-2,-1.4699999999999998,0.020000000000000018,-0.28,0.7000000000000001,0,0,10.29,0.52,1.0,0.2,0.0,0.2,0.0,0.6,2.1666666666666665,2.6,0.8,-0.2,-0.6,-0.43333333333333357,-4,1500.0,1515.2823564030934,-15.282356403093445,1515.2823564030934,1501.250208816638,14.032147586455494,4.91,4.41,0.5,0.6,9.32,0.6,0.1,0.3,34.0,0.0,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,35,-2.0,0.0,0.5,0.5,-1.0,0.0,-3.0,145,13,26,190.0,-230.0,800.0,140.0,1800.0,450.0,200.0,550.0
JeongYeong Lee,Hyder Amil,Blue,Hyder Amil,Featherweight,MALE,KO/TKO,Punches,4,1,1,2,0,2,1,0,1,0,177.8,175.26,185.42,177.8,2.84,0.93,0.52,0.5,6.31,0.64,0.57,1.9,Orthodox,Switch,145,28,2,2,0,0,1,1,2.5400000000000205,7.619999999999976,-6,-3.4699999999999998,-0.04999999999999993,0.29000000000000004,-1.4,3,1,9.149999999999999,0.5449999999999999,0.25,0.5,0.25,0.0,0.5,0.5,2.0,2.5,-0.25,0.25,0.0,-0.5,2,1524.4458730317317,1517.5100375473735,6.935835484358222,1504.8897663350515,1490.4826059124143,14.407160422637162,1.84,1.47,0.3700000000000001,0.0,3.31,0.375,0.125,0.5,31.0,3.0,4,2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34,-5.0,0.0,1.0,1.0,0.0,0.0,0.0,145,8,5,-218.0,180.0,323.8740425531915,450.0,952.8372390285471,1400.0,504.12217965091526,350.0
Brian Kelleher,Cody Gibson,Blue,Cody Gibson,Bantamweight,MALE,SUB,Arm Triangle,8,2,3,3,8,1,1,0,0,5,167.64,177.8,167.64,180.34,3.31,1.68,0.41,0.7,3.96,1.61,0.44,0.4,Switch,Orthodox,135,37,0,7,3,1,3,3,-10.160000000000025,-12.700000000000017,1,-0.6499999999999999,-0.030000000000000027,0.06999999999999984,0.29999999999999993,4,1,7.27,0.425,0.25,1.0,0.375,0.0,0.375,0.0,1.9375,2.5,-0.75,0.375,0.375,-0.5625,10,1484.4688131391292,1471.3354120409813,13.133401098147942,1500.7516332774762,1500.0046229964819,0.7470102809943455,4.61,4.73,-0.1200000000000001,-0.375,9.34,0.625,0.1875,0.1875,36.5,0.0,0,0,2.5,0.0,1.0,2.0,2.0,0.0,0.0,2.0,36,2.5,0.33333333333333337,0.16666666666666666,0.5,1.0,2.0,0.0,135,31,15,-107.6150253016738,41.43684415079674,323.8740425531915,425.1650193382037,952.8372390285471,1148.9118658641444,504.12217965091526,613.8688736027515
